movie_id,title,stripped_title,release_year,imdb_id,date_added
87f365b9-8f73-4130-9502-c550b632e63c,The Wages of Fear,thewagesoffear,1953,tt0046268,2023-03-11 22:07:45.500527
8a03d54f-c469-48a5-aba3-2fb394c86295,Memories of Murder,memoriesofmurder,2003,tt0353969,2023-03-11 22:07:45.501280
c9bbc3e0-e78d-439c-96bb-6eef1b8fe44b,Sherlock Jr.,sherlockjr,1924,tt0015324,2023-03-11 22:07:45.502039
a8620be4-1bd4-444a-93c2-077807fcd175,Wild Tales,wildtales,2014,tt3011894,2023-03-11 22:07:45.502878
671b2478-ec02-45cb-bd1a-b04b0b2acd11,Mr. Smith Goes to Washington,mrsmithgoestowashington,1939,tt0031679,2023-03-11 22:07:45.503638
8b6e1b15-8851-409a-b0b2-b134afb5c2c1,Mad Max: Fury Road,madmaxfuryroad,2015,tt1392190,2023-03-11 22:07:45.504415
2452a5a5-ec9b-4dac-801b-3822ed1a6e07,Mary and Max,maryandmax,2009,tt0978762,2023-03-11 22:07:45.505402
7b571d56-a101-4ad2-a788-edd6a1e50ec8,The Seventh Seal,theseventhseal,1957,tt0050976,2023-03-11 22:07:45.506193
f186b3cf-669a-40e1-8cba-295cf6983428,How to Train Your Dragon,howtotrainyourdragon,2010,tt0892769,2023-03-11 22:07:45.507022
d7a11941-3314-4c27-88b2-8e9e12a1ab63,"Monsters, Inc.",monstersinc,2001,tt0198781,2023-03-11 22:07:45.507795
96d6f8b2-83e2-4fa4-a3ae-c6afda80186c,Room,room,2015,tt3170832,2023-03-11 22:07:45.508556
